job_id,step,stage,request_state,requested_model,returned_model,max_tokens,input_tokens,output_tokens,usage_complete,seconds,finish_reason,output_at_limit,unclosed_thinking_block,response_received_utc,request_id,raw_response_sha256
minimax-relational_branch-b3,2,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,784,368,True,1.7840387999312952,stop,False,False,2026-09-25T18:53:12.938606+00:00,0705f61711556f9d758143ab4103ee50,5f0cf9f03034cda2a218e2051ad4c340cb856fe7eed2162435932ede8219b053
minimax-relational_branch-b3,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1274,1347,True,4.816546899965033,stop,False,False,2026-09-25T18:53:11.122301+00:00,0705f61242982154f46f162febbcfcd4,60d213b40d03346adefb75b75056d8e02994982791d3dbae8329610f15831908
minimax-relational_branch-b3,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1336,1800,True,6.072555399965495,length,True,False,2026-09-25T18:53:19.291340+00:00,0705f619e90954cbed79b30234747496,f5e902b0dafc05e5ecdf3a6505ba475a14ad64ebef9f11e9a5ce93f73d96489c
minimax-relational_branch-b3,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1053,1800,True,6.563263399992138,length,True,False,2026-09-25T18:53:25.921854+00:00,0705f61f70ad738b0a730d4c40c0c806,673101a68653a990c58bc8babba90938a8d396d5c426bac96928c9228736e395
minimax-relational_branch-b3,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1119,1800,True,7.229139900067821,length,True,False,2026-09-25T18:53:33.223785+00:00,0705f6269e6c7212a3d48559c6d2f907,eb6ff7dc58a4992f1e321104f7a4c370589c61e33cf2a6f29f9ca144eefa5a88
minimax-relational_branch-b3,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1031,1800,True,8.798896700027399,length,True,False,2026-09-25T18:53:42.095481+00:00,0705f62d77f9b16d664041845c04a220,b624126c6fec465599909cb4da98206b8f5c7001de4b4071484f224091e34c7e
minimax-relational_branch-b3,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1038,1800,True,12.016842899960466,length,True,False,2026-09-25T18:53:54.189622+00:00,0705f63607d0b31738b95a31cfc0bff9,025d0b6f4e860749d07ae9d72e869c359e83137f39ef53a25da9d71717d2316f
minimax-relational_branch-b7,0,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,743,2000,True,7.419712299946696,length,True,False,2026-09-25T18:54:13.870026+00:00,0705f64e5a406604a7585c69674890e9,1cb2a849fb87d3bb72ed5237649298631dc0221138acc738b991b6ddb88c7e23
minimax-relational_branch-b7,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1283,1213,True,4.7454541000770405,stop,False,False,2026-09-25T18:54:06.415782+00:00,0705f6493d3825a1ccd12d0a1f95174b,cf555f4185bedbc913ac8f426d5752fdbd88f89018564dfb26b7ce8cd9ed8393
minimax-relational_branch-b7,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1241,1800,True,6.6008421999868006,length,True,False,2026-09-25T18:54:20.542232+00:00,0705f6568c118183013e855919a29f69,591b94f77caa91865a598922ded07a38f74efc3ea1316cf19807e5299f944767
minimax-relational_branch-b7,2,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,761,620,True,2.760884699993767,stop,False,False,2026-09-25T18:54:33.959676+00:00,0705f667793c835909dc01a78e234996,d49c2a3b49f660e8f54a96b134d2af3b2488ca16a447efc83e3aedf0dc105624
minimax-relational_branch-b7,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1306,1611,True,10.551504999981262,stop,False,False,2026-09-25T18:54:31.160883+00:00,0705f65cb54a99c53ccd2097887a0273,6ac638d2ee681b03ccd4819d43468b6c836ede27ca2cc93fe0674a8851b36aa7
minimax-relational_branch-b7,3,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,773,699,True,3.461190600064583,stop,False,False,2026-09-25T18:54:44.096109+00:00,0705f670e000d9065a3609f96adc9057,4771fea1b0d0e812ebfa5aa8ecf88da4a7b9e201b66e73d2265feab50cd7047a
minimax-relational_branch-b7,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1322,1269,True,6.354915200034156,stop,False,False,2026-09-25T18:54:40.592060+00:00,0705f66a81c7244141c300460f39a362,4b8334531ec58880fa3cca41ba7d834fa5839fc4d69257dbd2327d7ed1432eac
minimax-relational_branch-b7,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1277,1800,True,29.15161319996696,length,True,False,2026-09-25T18:55:13.537091+00:00,0705f67447c91b5cf743355c43da2377,716937769a171d314e3a30cfcc3dc997e85961dbf80d23bfa4743a3ceac037cd
minimax-relational_branch-b7,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1343,1800,True,6.18638510000892,length,True,False,2026-09-25T18:55:19.793473+00:00,0705f6911daa6e17c8e7068b47ee997c,1076dc421e59088ecc594c26158538bbfab22c6feecbae29430e0e518106bedc
minimax-relational_branch-b7,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1025,1800,True,8.140576399979182,length,True,False,2026-09-25T18:55:28.009523+00:00,0705f698851a652c3aaf04629ca92e7c,083165d80d1ad2c777ee83f22402d1dfbac47c988c48852299b910e670e5fa6f
minimax-relational_branch-b7,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1111,1799,True,13.655115199973807,length,False,False,2026-09-25T18:55:41.740237+00:00,0705f6a0c88bef5b082a1327583bc561,ef50b042c39a55f8cb8d18b5195b2bf46c28594ebc42839279bcdffcf4918b93
minimax-niche_fixed_dev-b8,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1304,1800,True,31.915719300042838,length,True,False,2026-09-25T18:56:21.091882+00:00,0705f6b5e1732d76050460cce6f33e97,bb1e31e4e93d8490d0c2b5b56b28b4a259298cbceba8161e77c0321f4d0e559a
minimax-niche_fixed_dev-b8,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1170,1800,True,7.029002099996433,length,True,False,2026-09-25T18:56:28.187373+00:00,0705f6d5ff998500bd580bf2540148d8,d9da0e2d36016dbb77e9089980d2c90a369c4dd411dc6cf9c603158cc4aa37ab
minimax-niche_fixed_dev-b8,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1236,1800,True,25.850309500005096,length,True,False,2026-09-25T18:56:54.104248+00:00,0705f6dc1010bee15926cb46bcd89716,debe6a149b16e9bcf77fc171a9da65ac641e97aee044f29df18ff8ecc03f3998
minimax-niche_fixed_dev-b8,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1037,1800,True,7.976332899997942,length,True,False,2026-09-25T18:57:02.153455+00:00,0705f6f654d35b80048730d2f12a7cf3,d3eb0bb2d631b1fbc1efda01c8dc54d2f7708e5b1b445c2ff396baa84c6d9ed7
minimax-niche_fixed_dev-b8,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,836,1799,True,22.751811500056647,length,False,False,2026-09-25T18:57:24.972239+00:00,0705f6feb28880b11b9c6792aeeb8426,c9708aa748f2f54825dc87b45835c28c96baf77345494ed1a3816069dc648905
minimax-niche_fixed_dev-b8,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1233,1800,True,7.379089399939403,length,True,False,2026-09-25T18:57:32.420038+00:00,0705f7158b1ada85c14505fe81849153,f4e8b486d59e38950b9809fafd08c105c22bf97228c446eec92ece40867162cc
minimax-niche_fixed_dev-b8,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1036,1800,True,11.432517199893482,length,True,False,2026-09-25T18:57:43.922450+00:00,0705f71c6ea5712585235b9b0f909b58,874de3dc2c3b50b36cb0b5e4900d1013ee98e2229cdc1886074b9d7b54b01733
minimax-niche_fixed_dev-b8,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1035,1800,True,6.545212900033221,length,True,False,2026-09-25T18:57:50.538025+00:00,0705f728db9f3b807ed233def8cd6218,fe8f0c376cafb4a3ce5f4f9a260e5ac5527ab0606193cfe43e6982e1a977d942
minimax-relational_branch-b6,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1316,1800,True,6.9726219000294805,length,True,False,2026-09-25T18:58:04.909573+00:00,0705f736ec02d8b6e608f15b28460f1c,f4d0cc16ef959bf978d2357cbc00d7733389a314a8d7983373df0957cb5d93d9
minimax-relational_branch-b6,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1179,1800,True,6.300414299941622,length,True,False,2026-09-25T18:58:11.279067+00:00,0705f73d05f8ae78f7473e15dad58fef,a9b8471e54f360722b7b941ae1eb7adcad71787ad5fb580b54fcf26cc3a007be
minimax-relational_branch-b6,2,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,751,1372,True,8.910763900028542,stop,False,False,2026-09-25T18:58:24.556509+00:00,0705f747c23e79170915c744f2fed565,6298c493aab575631fd32601a89267796f85ea5a25ebef176658c68949703e9d
minimax-relational_branch-b6,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1042,952,True,4.271831600111909,stop,False,False,2026-09-25T18:58:15.613343+00:00,0705f743c15fa074885f44fedd37d973,2ccd34df3af02ac13635b4092d4a4e06837d1f6428145510865e1df168f30c6c
minimax-relational_branch-b6,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1410,1799,True,20.319440599996597,length,False,False,2026-09-25T18:58:45.157211+00:00,0705f751b1f54199444e718826e61b3d,1a2baee34b2d4806b3014d7f42129e9e5d95b51134b60f655dc366802cd14687
minimax-relational_branch-b6,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1090,1800,True,13.714145500096492,length,True,False,2026-09-25T18:58:58.936631+00:00,0705f765677ee10be596a61f94f029f5,c597c673c9b06e68e9a186c3774cff24522f7ed079bc7146153d5d5220a2071f
minimax-relational_branch-b6,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1156,1800,True,6.205170399975032,length,True,False,2026-09-25T18:59:05.216465+00:00,0705f77370e468d179a4ae75527bf9cf,fc74ae19727bcac28bbd3b0d1dbf957335eb6b1f6e27be64163a99c6e227c4b7
minimax-relational_branch-b6,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1041,1800,True,7.46484979998786,length,True,False,2026-09-25T18:59:12.747204+00:00,0705f77980b0322bac5b52eca5ecd538,5f7c2e7aa0b03951fcfd0c07a43e16b940713ab881e1b786219d5605316f2519
minimax-relational_branch-b6,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1040,1800,True,7.449313299963251,length,True,False,2026-09-25T18:59:20.264699+00:00,0705f7809077bde35620ed514052951c,001d5c77f5c7677c490791f879f08e77feba1b4ad007e7d15de1457fbf35e4a8
minimax-niche_fixed_dev-b10,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1279,1800,True,6.932655800017528,length,True,False,2026-09-25T18:59:34.607847+00:00,0705f78f8e51305824d3e43bc588467d,ab1b417a090bed66c8f27ed24caa129042e82bc1262125a61ebea94a897d63aa
minimax-niche_fixed_dev-b10,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1154,1800,True,16.19369830004871,length,True,False,2026-09-25T18:59:50.861945+00:00,0705f7965006fb14fc2ff1bad1a9a840,4e185dfceb301022d34145a353318757bee220fd31bdf7e6da43387c1beb8b11
minimax-niche_fixed_dev-b10,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1030,1800,True,10.582952800090425,length,True,False,2026-09-25T19:00:01.513031+00:00,0705f7a7845997c256b0abbc11069b0a,1d28ac1012a764878fabcbb8f7f25ad063b80188142a473e5105de7aefb6bcc7
minimax-niche_fixed_dev-b10,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1029,1800,True,12.096867299987935,length,True,False,2026-09-25T19:00:13.677840+00:00,0705f7b18f1e402b070d1873caf3a7ae,1e8dd23ccbeae0b05c2c9c207609ca00132b44595700ce0823543646d825195e
minimax-niche_fixed_dev-b10,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,836,1799,True,17.64410889998544,length,False,False,2026-09-25T19:00:31.386067+00:00,0705f7bd8fec237c95b8ccd880315816,01bb12a910f6f40112101a8df736f92e897df53f47a649f9635751ef9432f26d
minimax-niche_fixed_dev-b10,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1027,1800,True,7.626128699979745,length,True,False,2026-09-25T19:00:39.078801+00:00,0705f7cfddeee95f4435a26d8e482a88,2ac96078034794ab88059d1665d974a8a0e698e2eaef78b3139bac802a8ecec5
minimax-niche_fixed_dev-b10,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1028,1800,True,8.382225300068967,length,True,False,2026-09-25T19:00:47.529986+00:00,0705f7d790274bcb562eacd546489838,253f1334c148f85a7c1d91d87b0b854715a098e661272b9d9f1af5f5117dd02e
minimax-niche_fixed_dev-b10,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1027,1800,True,29.922234800062142,length,True,False,2026-09-25T19:01:17.522225+00:00,0705f7dfc856cae8ea55365e22771d60,c915c3f7921c6ad37dc6ecd8d512e40b03262634c614128bc390af01ab141cd8
minimax-niche_fixed_dev-b5,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1282,1800,True,8.893120300024748,length,True,False,2026-09-25T19:01:34.388898+00:00,0705f8050589dce6cfbedb2ed506c050,92f70fa4736d909b8c4a3d2700d2ef01236733aa56c8a5b630a45d54a8802f82
minimax-niche_fixed_dev-b5,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1156,1800,True,7.759029399952851,length,True,False,2026-09-25T19:01:42.213399+00:00,0705f80eb15bd02549575300949e6c01,7bdc019049687722f5e34ae35c33b32e2e9883f6d0a20c0853ad506ba91cbc65
minimax-niche_fixed_dev-b5,2,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,772,484,True,7.216268600081094,stop,False,False,2026-09-25T19:01:53.999361+00:00,0705f81b8096476e1913622252ea5a66,32eb76965f60140b1ebc97c6542bd1636334e2ed60f3322f69f0e93be6f19768
minimax-niche_fixed_dev-b5,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1222,984,True,4.471059800009243,stop,False,False,2026-09-25T19:01:46.751039+00:00,0705f816cc9e6dfba017f4fa2304b333,d5832ce07c96f1e4ddc007e0fc1fcf77251d25f98d45a82c1d183bc998a2be07
minimax-niche_fixed_dev-b5,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1226,1800,True,8.656975500052795,length,True,False,2026-09-25T19:02:02.917115+00:00,0705f822ae1594f0925a093abc9e413e,a573c2c53ca67ab35e8a0c102f28625ad13f6061910b286b7b61ff38a52518f0
minimax-niche_fixed_dev-b5,4,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,732,1238,True,8.22106269991491,stop,False,False,2026-09-25T19:02:15.998157+00:00,0705f82fd5456030fc76e85076bfd18a,12035a1b1c8ed12733298123124e595646fe190ae411cfdba2361630d5d838d7
minimax-niche_fixed_dev-b5,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1032,1226,True,4.757843300001696,stop,False,False,2026-09-25T19:02:07.740598+00:00,0705f82b9e9ec2bc64de55ea73718824,ae85a758ef46ff25c6c6742003a70b53f2f9563dbe8d0b4b67fb55beb7dad7c4
minimax-niche_fixed_dev-b5,5,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,842,928,True,13.297241499996744,stop,False,False,2026-09-25T19:02:54.897939+00:00,0705f851adcec9d3ea523114021d3acf,1c9e42b22fa09bd80db398c704e5123e78772693bedd02f67b6d34eff91568ef
minimax-niche_fixed_dev-b5,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1537,1699,True,25.261717399931513,stop,False,False,2026-09-25T19:02:41.564930+00:00,0705f838c230193768cd426a0d9b52d1,fe27fe9b6df7aa26feeefa5e850a0ba834f7e18a8d61872c70eaf0438fbc200a
minimax-niche_fixed_dev-b5,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1675,1800,True,8.449590399977751,length,True,False,2026-09-25T19:03:03.611282+00:00,0705f85f6f54ff9ea972c37a460d0786,5d845117a4bfd4af8c364b8fba661118051530fe5f2796d17cd35c896829d5b2
minimax-niche_fixed_dev-b5,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1426,1799,True,12.95768200000748,length,False,False,2026-09-25T19:03:16.644372+00:00,0705f86785dd8006933a4f248aa1b938,aff577354673fdb3d70bd21ab397e837808c731cdf771b37b41647532af0dd69
minimax-niche_fixed_dev-b6,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1316,1800,True,10.162407799973153,length,True,False,2026-09-25T19:03:34.195946+00:00,0705f87cbd99f543c71ddda7403c8e77,6b328e8135a1ea3e95d676c32cda83fcdc938c0329f7d7e4daa5caf7a21e6366
minimax-niche_fixed_dev-b6,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1179,1800,True,7.704675100045279,length,True,False,2026-09-25T19:03:41.962048+00:00,0705f8866689b05e12eb542acece92f0,d62e53f949fab860f0ea699587fc9aea192e7afd05796eccaa8f307599b1b323
minimax-niche_fixed_dev-b6,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1042,1800,True,6.652355599915609,length,True,False,2026-09-25T19:03:48.679626+00:00,0705f88e8a6aee17df78f0ace772951d,97f227e9b02d7a3c45b7b21626e2d0a8aaa42d7502ff06696eb1e390b88168ae
minimax-niche_fixed_dev-b6,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1041,1800,True,27.21356950001791,length,True,False,2026-09-25T19:04:15.959104+00:00,0705f894f33b70e9fd42633b57b03c10,a387530f2f42d75e44e287deaccbecb16175045a9618da4fa9194625cd708d8a
minimax-niche_fixed_dev-b6,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,836,1799,True,16.37649950000923,length,False,False,2026-09-25T19:04:32.398947+00:00,0705f8b09ce344b1a30303ddd086d5a9,1e7a6ff597923941d78c9a312a2c12b0dea591cb4a5f83bd7e44934a40810251
minimax-niche_fixed_dev-b6,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1039,1800,True,6.024522299994715,length,True,False,2026-09-25T19:04:38.491421+00:00,0705f8c03e911f2936734c037345393c,2ac4cb2bace5ed0e2117a03e3ff9949362530c8bb0abf60f5ef846fa4e684255
minimax-niche_fixed_dev-b6,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1040,1800,True,26.340671199955977,length,True,False,2026-09-25T19:05:04.898853+00:00,0705f8c6bed6db7884c3f90ebd4272b3,e07f8bd35f909ea2784bb20f84cb63f7e2c92fe17aa730e2cd25ed4dd6df2ac9
minimax-niche_fixed_dev-b6,7,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,769,2000,True,8.940423199906945,length,True,False,2026-09-25T19:05:24.360030+00:00,0705f8eba8c5d0e7183070390530a61b,acc8ebaa3aceba417bbd10cb4d942bb3833005e400d019f6005aad018b8b1257
minimax-niche_fixed_dev-b6,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1039,1392,True,10.420649099978618,stop,False,False,2026-09-25T19:05:15.386375+00:00,0705f8e16b178bd93e79fbaa45390eda,8fdf2e53e56a3126960bfbf00f2af19a08ce2472117bb77f4d18207bb2b64733
minimax-niche_fixed_dev-b7,0,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,744,444,True,2.1005417000269517,stop,False,False,2026-09-25T19:05:38.189847+00:00,0705f900e40adcf7c68ed70d0ce6ec2a,4d8da973881d76253489f82cab394f9f54d4e499e5df05619f84a4ff0feccbc6
minimax-niche_fixed_dev-b7,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1283,853,True,4.3225653999252245,stop,False,False,2026-09-25T19:05:36.053991+00:00,0705f8fbcbd51ec404ffa00ab667f9d0,2b11d4c45b7ae5bd71ae5e88cd69a78453036cf015740f0a10afc4c1d6cb94cf
minimax-niche_fixed_dev-b7,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1447,1799,True,14.767959299962968,length,False,False,2026-09-25T19:05:53.220484+00:00,0705f9028ba7ee39e219681044dde976,aeba6e89acd86d9d8bfdfa12c7f88ade7344ff75ddb6e50c74c8c825ca27b5b5
minimax-niche_fixed_dev-b7,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1526,1799,True,12.809262299910188,length,False,False,2026-09-25T19:06:06.096651+00:00,0705f91153796561d27b666018fe8789,4896f1ba48f6754ca6cb17bb05f379d509854796941fd4a4e078cacc21bd784f
minimax-niche_fixed_dev-b7,3,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1114,1800,True,6.329518300015479,length,True,False,2026-09-25T19:06:12.493653+00:00,0705f91eec75af317d548e2cdcafb993,11812d0616f9c72c7a82426c809f30d72ed67513e685039af2a7641d6f925326
minimax-niche_fixed_dev-b7,4,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,668,1072,True,5.2329440000467,stop,False,False,2026-09-25T19:06:22.542131+00:00,0705f92926b3e6d31079fb5c184cf1d1,db335dd0a5ee1a12441f8f39ac56224b4daa8867e4577914b3b8d80f0b228af6
minimax-niche_fixed_dev-b7,4,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,837,1160,True,4.716755399946123,stop,False,False,2026-09-25T19:06:17.276989+00:00,0705f9242c0d7534bd64fcda9a142ff2,d0640a7eeb2f2e58f7c286fad1c7b7fcfb4fe7946c5276fa33895a18fe1dbfd7
minimax-niche_fixed_dev-b7,5,coder,response_persisted,MiniMax-M3,MiniMax-M3,2000,751,761,True,9.446412199991755,stop,False,False,2026-09-25T19:06:50.410492+00:00,0705f941e7d55fd6c99274d5288ba408,62d3df9e5e082b7b4ee45d0e0d38a0daf480ace8e2132f0b0bd809ab1122ee77
minimax-niche_fixed_dev-b7,5,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1397,1246,True,18.126531899906695,stop,False,False,2026-09-25T19:06:40.928894+00:00,0705f92e015115e4f9f2b34a3cdcb2fd,194cb88c7bf873273221670a5c63d5703c9ba1fb808c1266ba0d02b288f7a1f9
minimax-niche_fixed_dev-b7,6,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1477,1800,True,6.833363400073722,length,True,False,2026-09-25T19:06:57.501575+00:00,0705f94a6d7a35543cbb70aa8ad0b057,09bcea3aa61865f8799327df85379c7a6ca244cc8c11c9e8ff88f9c111a9d5ee
minimax-niche_fixed_dev-b7,7,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1284,1800,True,6.195517100044526,length,True,False,2026-09-25T19:07:03.768486+00:00,0705f951d56ece533b5e6d7db6242f34,a54ca48dc9a2643bcc8f452cc88d504813f7f83aba2efd0e3790ae9f3307cfa2
minimax-relational_branch-b5,0,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1282,1800,True,6.811504699988291,length,True,False,2026-09-25T19:07:17.969525+00:00,0705f95fe3913b177d4a8a323f4ae08c,8e96af5548ecb9ec5928d25dce03383173ba0cd4fa953267d12cb9b35b56872d
minimax-relational_branch-b5,1,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1156,1800,True,7.7185924999648705,length,True,False,2026-09-25T19:07:25.750327+00:00,0705f966f3b5742f27df15b05e1499e3,0169295bbcc4f3deaf7a3c79b3e58a71164ab19febd5afc0e5cabfbe7a859e12
minimax-relational_branch-b5,2,planner,response_persisted,MiniMax-M3,MiniMax-M3,1800,1222,1800,True,7.599433499970473,length,True,False,2026-09-25T19:07:33.416181+00:00,0705f96dc1d662c6889843d0f49a7a57,ce432c67306f26c284a70ee9553c892d5b660fda9cb875104edad1a6c7b4c694
