job_id,controller,step,stage,finish_reason,max_tokens,output_tokens,has_think_open,has_think_close,nonthinking_suffix_characters,no_final_text_after_thinking,proposal_failed_at_this_stage,raw_response_sha256
minimax-relational_branch-b6,relational_branch,6,planner,length,1800,1800,True,True,0,True,True,5f7c2e7aa0b03951fcfd0c07a43e16b940713ab881e1b786219d5605316f2519
minimax-relational_branch-b6,relational_branch,7,planner,length,1800,1800,True,True,0,True,True,001d5c77f5c7677c490791f879f08e77feba1b4ad007e7d15de1457fbf35e4a8
minimax-niche_fixed_dev-b10,niche_fixed_dev,0,planner,length,1800,1800,True,True,0,True,True,ab1b417a090bed66c8f27ed24caa129042e82bc1262125a61ebea94a897d63aa
minimax-niche_fixed_dev-b10,niche_fixed_dev,1,planner,length,1800,1800,True,True,0,True,True,4e185dfceb301022d34145a353318757bee220fd31bdf7e6da43387c1beb8b11
minimax-niche_fixed_dev-b10,niche_fixed_dev,2,planner,length,1800,1800,True,True,0,True,True,1d28ac1012a764878fabcbb8f7f25ad063b80188142a473e5105de7aefb6bcc7
minimax-niche_fixed_dev-b10,niche_fixed_dev,3,planner,length,1800,1800,True,True,0,True,True,1e8dd23ccbeae0b05c2c9c207609ca00132b44595700ce0823543646d825195e
minimax-niche_fixed_dev-b10,niche_fixed_dev,4,planner,length,1800,1799,True,True,0,True,True,01bb12a910f6f40112101a8df736f92e897df53f47a649f9635751ef9432f26d
minimax-niche_fixed_dev-b10,niche_fixed_dev,5,planner,length,1800,1800,True,True,0,True,True,2ac96078034794ab88059d1665d974a8a0e698e2eaef78b3139bac802a8ecec5
minimax-niche_fixed_dev-b10,niche_fixed_dev,6,planner,length,1800,1800,True,True,0,True,True,253f1334c148f85a7c1d91d87b0b854715a098e661272b9d9f1af5f5117dd02e
minimax-niche_fixed_dev-b10,niche_fixed_dev,7,planner,length,1800,1800,True,True,0,True,True,c915c3f7921c6ad37dc6ecd8d512e40b03262634c614128bc390af01ab141cd8
minimax-niche_fixed_dev-b5,niche_fixed_dev,0,planner,length,1800,1800,True,True,0,True,True,92f70fa4736d909b8c4a3d2700d2ef01236733aa56c8a5b630a45d54a8802f82
minimax-niche_fixed_dev-b5,niche_fixed_dev,1,planner,length,1800,1800,True,True,0,True,True,7bdc019049687722f5e34ae35c33b32e2e9883f6d0a20c0853ad506ba91cbc65
minimax-niche_fixed_dev-b5,niche_fixed_dev,2,coder,stop,2000,484,True,True,112,False,False,32eb76965f60140b1ebc97c6542bd1636334e2ed60f3322f69f0e93be6f19768
minimax-niche_fixed_dev-b5,niche_fixed_dev,2,planner,stop,1800,984,True,True,588,False,False,d5832ce07c96f1e4ddc007e0fc1fcf77251d25f98d45a82c1d183bc998a2be07
minimax-niche_fixed_dev-b5,niche_fixed_dev,3,planner,length,1800,1800,True,True,0,True,True,a573c2c53ca67ab35e8a0c102f28625ad13f6061910b286b7b61ff38a52518f0
minimax-niche_fixed_dev-b5,niche_fixed_dev,4,coder,stop,2000,1238,True,True,196,False,False,12035a1b1c8ed12733298123124e595646fe190ae411cfdba2361630d5d838d7
minimax-niche_fixed_dev-b5,niche_fixed_dev,4,planner,stop,1800,1226,True,True,641,False,False,ae85a758ef46ff25c6c6742003a70b53f2f9563dbe8d0b4b67fb55beb7dad7c4
minimax-niche_fixed_dev-b5,niche_fixed_dev,5,coder,stop,2000,928,True,True,138,False,False,1c9e42b22fa09bd80db398c704e5123e78772693bedd02f67b6d34eff91568ef
minimax-niche_fixed_dev-b5,niche_fixed_dev,5,planner,stop,1800,1699,True,True,854,False,False,fe27fe9b6df7aa26feeefa5e850a0ba834f7e18a8d61872c70eaf0438fbc200a
minimax-niche_fixed_dev-b5,niche_fixed_dev,6,planner,length,1800,1800,True,True,0,True,True,5d845117a4bfd4af8c364b8fba661118051530fe5f2796d17cd35c896829d5b2
minimax-niche_fixed_dev-b5,niche_fixed_dev,7,planner,length,1800,1799,True,True,0,True,True,aff577354673fdb3d70bd21ab397e837808c731cdf771b37b41647532af0dd69
minimax-niche_fixed_dev-b6,niche_fixed_dev,0,planner,length,1800,1800,True,True,0,True,True,6b328e8135a1ea3e95d676c32cda83fcdc938c0329f7d7e4daa5caf7a21e6366
minimax-niche_fixed_dev-b6,niche_fixed_dev,1,planner,length,1800,1800,True,True,0,True,True,d62e53f949fab860f0ea699587fc9aea192e7afd05796eccaa8f307599b1b323
minimax-niche_fixed_dev-b6,niche_fixed_dev,2,planner,length,1800,1800,True,True,0,True,True,97f227e9b02d7a3c45b7b21626e2d0a8aaa42d7502ff06696eb1e390b88168ae
minimax-niche_fixed_dev-b6,niche_fixed_dev,3,planner,length,1800,1800,True,True,0,True,True,a387530f2f42d75e44e287deaccbecb16175045a9618da4fa9194625cd708d8a
minimax-niche_fixed_dev-b6,niche_fixed_dev,4,planner,length,1800,1799,True,True,0,True,True,1e7a6ff597923941d78c9a312a2c12b0dea591cb4a5f83bd7e44934a40810251
minimax-niche_fixed_dev-b6,niche_fixed_dev,5,planner,length,1800,1800,True,True,0,True,True,2ac4cb2bace5ed0e2117a03e3ff9949362530c8bb0abf60f5ef846fa4e684255
minimax-niche_fixed_dev-b6,niche_fixed_dev,6,planner,length,1800,1800,True,True,0,True,True,e07f8bd35f909ea2784bb20f84cb63f7e2c92fe17aa730e2cd25ed4dd6df2ac9
minimax-niche_fixed_dev-b6,niche_fixed_dev,7,coder,length,2000,2000,True,True,0,True,True,acc8ebaa3aceba417bbd10cb4d942bb3833005e400d019f6005aad018b8b1257
minimax-niche_fixed_dev-b6,niche_fixed_dev,7,planner,stop,1800,1392,True,True,698,False,False,8fdf2e53e56a3126960bfbf00f2af19a08ce2472117bb77f4d18207bb2b64733
minimax-niche_fixed_dev-b7,niche_fixed_dev,0,coder,stop,2000,444,True,True,108,False,False,4d8da973881d76253489f82cab394f9f54d4e499e5df05619f84a4ff0feccbc6
minimax-niche_fixed_dev-b7,niche_fixed_dev,0,planner,stop,1800,853,True,True,570,False,False,2b11d4c45b7ae5bd71ae5e88cd69a78453036cf015740f0a10afc4c1d6cb94cf
minimax-niche_fixed_dev-b7,niche_fixed_dev,1,planner,length,1800,1799,True,True,0,True,True,aeba6e89acd86d9d8bfdfa12c7f88ade7344ff75ddb6e50c74c8c825ca27b5b5
minimax-niche_fixed_dev-b7,niche_fixed_dev,2,planner,length,1800,1799,True,True,0,True,True,4896f1ba48f6754ca6cb17bb05f379d509854796941fd4a4e078cacc21bd784f
minimax-niche_fixed_dev-b7,niche_fixed_dev,3,planner,length,1800,1800,True,True,0,True,True,11812d0616f9c72c7a82426c809f30d72ed67513e685039af2a7641d6f925326
minimax-niche_fixed_dev-b7,niche_fixed_dev,4,coder,stop,2000,1072,True,True,110,False,False,db335dd0a5ee1a12441f8f39ac56224b4daa8867e4577914b3b8d80f0b228af6
minimax-niche_fixed_dev-b7,niche_fixed_dev,4,planner,stop,1800,1160,True,True,376,False,False,d0640a7eeb2f2e58f7c286fad1c7b7fcfb4fe7946c5276fa33895a18fe1dbfd7
minimax-niche_fixed_dev-b7,niche_fixed_dev,5,coder,stop,2000,761,True,True,114,False,False,62d3df9e5e082b7b4ee45d0e0d38a0daf480ace8e2132f0b0bd809ab1122ee77
minimax-niche_fixed_dev-b7,niche_fixed_dev,5,planner,stop,1800,1246,True,True,454,False,False,194cb88c7bf873273221670a5c63d5703c9ba1fb808c1266ba0d02b288f7a1f9
minimax-niche_fixed_dev-b7,niche_fixed_dev,6,planner,length,1800,1800,True,True,0,True,True,09bcea3aa61865f8799327df85379c7a6ca244cc8c11c9e8ff88f9c111a9d5ee
minimax-niche_fixed_dev-b7,niche_fixed_dev,7,planner,length,1800,1800,True,True,0,True,True,a54ca48dc9a2643bcc8f452cc88d504813f7f83aba2efd0e3790ae9f3307cfa2
minimax-relational_branch-b5,relational_branch,0,planner,length,1800,1800,True,True,0,True,True,8e96af5548ecb9ec5928d25dce03383173ba0cd4fa953267d12cb9b35b56872d
minimax-relational_branch-b5,relational_branch,1,planner,length,1800,1800,True,True,0,True,True,0169295bbcc4f3deaf7a3c79b3e58a71164ab19febd5afc0e5cabfbe7a859e12
minimax-relational_branch-b5,relational_branch,2,planner,length,1800,1800,True,True,0,True,True,ce432c67306f26c284a70ee9553c892d5b660fda9cb875104edad1a6c7b4c694
minimax-relational_branch-b5,relational_branch,3,planner,length,1800,1800,True,True,0,True,True,8383cb79e2ec936e32bb27ace58eb74e8a319741c43a9573c423995e7b012f65
minimax-relational_branch-b5,relational_branch,4,planner,length,1800,1799,True,True,0,True,True,9c1839eaca6f307c4aee976ea34607efe70f02f982688cb4b6f48193af95ad33
minimax-relational_branch-b5,relational_branch,5,planner,length,1800,1800,True,True,0,True,True,494889ab0266395b17c453970b2e8c22dba2145a9efccf811896bbc29a82147c
minimax-relational_branch-b5,relational_branch,6,planner,length,1800,1800,True,True,0,True,True,110601939068ed58612ee9bb7fad26256da58be181eb2b7259f944a40dae55bf
minimax-relational_branch-b5,relational_branch,7,planner,length,1800,1800,True,True,0,True,True,c116bb40b0e8b6360a4ab176bde11ed04406f32e5443db337f77beeea9add7e2
minimax-relational_branch-b10,relational_branch,0,planner,length,1800,1800,True,True,0,True,True,9d5039520c5af2781d85d5eb999e36208cfddea7f30e8361ff7db64090a0f50c
minimax-relational_branch-b10,relational_branch,1,planner,length,1800,1800,True,True,0,True,True,84954ef33ca83fda53be97402512c424af0d7edaefb7cc53fe95a4ce7eeffc74
minimax-relational_branch-b10,relational_branch,2,coder,stop,2000,983,True,True,138,False,False,73f7aa5e0ade592adc564854706cce21c0ea64ffab14c4bd55c9194491450f05
minimax-relational_branch-b10,relational_branch,2,planner,stop,1800,1659,True,True,881,False,False,008617af564a283a955c23bd907de70a03ccc3f41bce90bb5267fb6242a74e76
minimax-relational_branch-b10,relational_branch,3,coder,stop,2000,876,True,True,197,False,False,6b45493671fb92ddc55043373e941ea2021eef9b4087c8148ce8d102f3414d3f
minimax-relational_branch-b10,relational_branch,3,planner,stop,1800,1584,True,True,588,False,False,216aa8d939f49669b1a47d4cff7f0d5283a029a892e18c208d4cbdd3cca8662b
minimax-relational_branch-b10,relational_branch,4,planner,length,1800,1800,True,True,0,True,True,8307d9710f4874e65b47026278c88d8d9ee69cd6d19dd0c1bdde1fd0e5578e75
minimax-relational_branch-b10,relational_branch,5,planner,length,1800,1800,True,True,0,True,True,8173cd5a8e8c6ede89f9acf2631ed6569ec612d6d2705b4987eb9b8b8290164e
minimax-relational_branch-b10,relational_branch,6,planner,length,1800,1800,True,True,0,True,True,14991af6ae50621b0580b34d6bab49360f099a8c8d46be1f0b99f57b825d71d3
minimax-relational_branch-b10,relational_branch,7,coder,stop,2000,320,True,True,113,False,False,bdbb57562178e7b18cbadf31ec80cd824584ed7c0476d603bbea2a40ee907526
minimax-relational_branch-b10,relational_branch,7,planner,stop,1800,1744,True,True,435,False,False,fa52a1c16f9881895815aa0f83ae56981bdd18a0e86a1ab490bd9256611835e7
minimax-niche_fixed_dev-b3,niche_fixed_dev,0,planner,length,1800,1800,True,True,0,True,True,f285fcf258f221ce667614955cd29a8e0db1b7acd7fdfbdfc0174162aca761e3
minimax-niche_fixed_dev-b3,niche_fixed_dev,1,planner,length,1800,1800,True,True,0,True,True,d3d8261a87750c39b9bc59e85f08cf1b880385ebe87093fa61a096c8c83f4593
minimax-niche_fixed_dev-b3,niche_fixed_dev,2,coder,stop,2000,1666,True,True,110,False,False,7664c77909fa8934fd77d109eae83a4fb75ba0a1d687326069d9aee254fcaeda
minimax-niche_fixed_dev-b3,niche_fixed_dev,2,planner,stop,1800,1607,True,True,387,False,False,0a183976f96fa12c76e4564418a4e9798525a5dec720c44a6e9c66f1960ecf82
minimax-niche_fixed_dev-b3,niche_fixed_dev,3,planner,length,1800,1800,True,True,0,True,True,70c6baafc764553d76416d6fe328cde5e28410cf9c35200cbe4b2c7f36fb6066
minimax-niche_fixed_dev-b3,niche_fixed_dev,4,planner,length,1800,1800,True,True,0,True,True,2d21994d087ce01b9e9c8a927cd47f91c92f2a523ea0c08861ce095259bc206d
minimax-niche_fixed_dev-b3,niche_fixed_dev,5,coder,stop,2000,677,True,True,137,False,False,c449da0c7d40258f7595f94c6c2cf062f8f1ada25be2459e54261fe310ac3105
minimax-niche_fixed_dev-b3,niche_fixed_dev,5,planner,stop,1800,1591,True,True,565,False,False,5cc9f93dcde4b4bac008c8639125f3fb322e3684a727da3c36ac3e02d648e4ad
minimax-niche_fixed_dev-b3,niche_fixed_dev,6,planner,length,1800,1800,True,True,0,True,True,9cf31cf321063faba3f678c292cc749374d0578e442de6198203f92af66fdfcf
minimax-niche_fixed_dev-b3,niche_fixed_dev,7,planner,length,1800,1800,True,True,0,True,True,f341f572a89ca3b6967903e0d7e3d74f4410e34bbffc560255b29d141cdcba02
minimax-niche_fixed_dev-b9,niche_fixed_dev,0,planner,length,1800,1800,True,True,0,True,True,5901e064064ea4888e7a025ce5a064c9cde77ad2c65a9ee0e7bb2c21b2b5388b
minimax-niche_fixed_dev-b9,niche_fixed_dev,1,coder,stop,2000,441,True,True,120,False,False,7f17fc897578462a54b501ab9e0873c19700b8d35860691e529dd18562a4206f
minimax-niche_fixed_dev-b9,niche_fixed_dev,1,planner,stop,1800,1587,True,True,566,False,False,783d1cec588ed5056e9ee9d96db31adcfc453b749c7c6320cff2ebeb7152662c
minimax-niche_fixed_dev-b9,niche_fixed_dev,2,coder,stop,2000,469,True,True,110,False,False,92423f00952f1f8ef5472279c9016dd8696a3b1f95a649ba6dfe74018c0cc997
minimax-niche_fixed_dev-b9,niche_fixed_dev,2,planner,stop,1800,1715,True,True,745,False,False,aa46fe4ccf201c8f9446dc2805c39ba6c2846939a04645a6abf640065de162ac
minimax-niche_fixed_dev-b9,niche_fixed_dev,3,planner,length,1800,1800,True,True,0,True,True,dd5361cbdd07b54ed15e38e15e77f720753bcd512ecbc22e05489519236e3994
minimax-niche_fixed_dev-b9,niche_fixed_dev,4,planner,length,1800,1800,True,True,0,True,True,10c575a550e7d934400f44acb43f4ed7499718f6b3ce6ccfde8fa650aa729f6c
minimax-niche_fixed_dev-b9,niche_fixed_dev,5,planner,length,1800,1800,True,True,0,True,True,1f94f98fd3ab0744551a21510878496e942a63efcc0d1cd948796ee60a0cc0e8
minimax-niche_fixed_dev-b9,niche_fixed_dev,6,planner,length,1800,1800,True,True,0,True,True,b8d377eafdb5fd7e1f9e7d6f5b86778d2b82f7bc840c808db24b2286d7242ef6
minimax-niche_fixed_dev-b9,niche_fixed_dev,7,coder,stop,2000,1017,True,True,143,False,False,b8a6b8b24e70248efddde53792b64905ce451a423cc80853ab97ceb97f645075
minimax-niche_fixed_dev-b9,niche_fixed_dev,7,planner,stop,1800,1685,True,True,624,False,False,272e3754524d74604b514a7b912e092c9070eefd02d8886bd630fcffa620eadc
minimax-relational_branch-b4,relational_branch,0,planner,length,1800,1800,True,True,0,True,True,92c94c793fe89b1e2f63a1bc4b71e5c80b2e960186994d3704bb65c7aedd3791
minimax-relational_branch-b4,relational_branch,1,planner,length,1800,1800,True,True,0,True,True,291f0085684f26c32ca3b926541c3c253be14d62485795f205be1ca7c3c00984
minimax-relational_branch-b4,relational_branch,2,planner,length,1800,1800,True,True,294,False,True,d5ffa0a29530a49251c0d8f5622449f588d2549db95f7e4603885297f3eb06cc
minimax-relational_branch-b4,relational_branch,3,coder,stop,2000,702,True,True,178,False,False,d9d12f7da0fb40fe1dc25eb8577b82f4906270a31bed253fe3ef89d129380282
minimax-relational_branch-b4,relational_branch,3,planner,stop,1800,1248,True,True,383,False,False,23e9b52dee8aa834effa66ed55f7ea08777c5eb2e1efa569830a502b4e3ccc3b
minimax-relational_branch-b4,relational_branch,4,planner,length,1800,1800,True,True,0,True,True,b82deca9e9d084027db9bbe637979fb7b0f644ea04302d551406d30f1a284f22
minimax-relational_branch-b4,relational_branch,5,coder,stop,2000,1088,True,True,231,False,False,052d389afc7c12d053ed97746279f7e43abb4d809da178c2286a82b5070b21eb
minimax-relational_branch-b4,relational_branch,5,planner,stop,1800,1320,True,True,512,False,False,a3ba41702cf11f9028b83ecb35397685331e6092bedfbe2c7699f19abe18f2db
minimax-relational_branch-b4,relational_branch,6,planner,length,1800,1800,True,True,0,True,True,ea421bfabb65007769024b1b5e9a3cfabcb5d85642fb6101b7ce5b491bd0332f
minimax-relational_branch-b4,relational_branch,7,planner,length,1800,1800,True,True,0,True,True,bfbc2e382c2be6de4e7e53f15e43b07c8ca114b4b442c8863519ccc31d259947
minimax-niche_fixed_dev-b4,niche_fixed_dev,0,planner,length,1800,1800,True,True,0,True,True,01c800ab6e582608070006a38893fc870124e1cf80bbd875ce5eb3b8e66a7ffd
minimax-niche_fixed_dev-b4,niche_fixed_dev,1,planner,length,1800,1800,True,True,0,True,True,a3c650f7e62ec99ebf290439374c0714aa0edb6f26bbab124f947456cbd30acd
minimax-niche_fixed_dev-b4,niche_fixed_dev,2,planner,length,1800,1800,True,True,0,True,True,5e529239662c7348391c3dbf820d5f21203af4d683de2802a9cf73a524f71afc
minimax-niche_fixed_dev-b4,niche_fixed_dev,3,coder,stop,2000,1394,True,True,195,False,False,7e775ceb9309c5e22ec144357be48fb399c093f43eec15e4fbac65287eb32ada
minimax-niche_fixed_dev-b4,niche_fixed_dev,3,planner,stop,1800,1315,True,True,1077,False,False,a648f1f299fc94a9cb000a44fd1081269ef5c89166a9ed9839c745177011e243
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,coder,stop,2000,1625,True,True,155,False,False,398b03f2ce827da0013cef2f3ca4c975811c9dd8afb668258ae4d51a5e7d0236
minimax-niche_fixed_dev-b4,niche_fixed_dev,4,planner,stop,1800,1669,True,True,458,False,False,9c5be066959a73623c1bb7479b7b0febdbc849885e38d9e1cb24cbf5f04d6a86
minimax-niche_fixed_dev-b4,niche_fixed_dev,5,coder,stop,2000,1458,True,True,180,False,False,3a7d9f439c2dd034343fce062f058323af29c6ecca075b65e895a0c53a327b4a
minimax-niche_fixed_dev-b4,niche_fixed_dev,5,planner,stop,1800,1365,True,True,461,False,False,795e1012d7ec88bcd3b7b3aad927614e7627f322f63e7ac220d9dee466841e5d
minimax-niche_fixed_dev-b4,niche_fixed_dev,6,planner,length,1800,1800,True,True,0,True,True,a74ae9c74b7803684b55e359c6e7d3cac9c3404ee1bf784bcdf6851e0ea218d3
minimax-niche_fixed_dev-b4,niche_fixed_dev,7,planner,length,1800,1800,True,True,0,True,True,9d69a3f245f486c1393e61a1eea4a66621f2e3763d44852e083f8d45285e6417
minimax-relational_branch-b9,relational_branch,0,planner,length,1800,1800,True,True,0,True,True,0b9bbe5e471a072679bba5658766de20501b2e7d1e3de2c9128213462ff1e3b0
minimax-relational_branch-b9,relational_branch,1,planner,length,1800,1800,True,True,0,True,True,eb3483bdb3e4be2bb3eb7942d61a0f8cd791724f7f5612508b9c5d1442942210
minimax-relational_branch-b9,relational_branch,2,planner,length,1800,1800,True,True,263,False,True,6a3702d8c9e4d6c62538f90442c9c957a7f9446377fdec61f615e40436ad9e72
minimax-relational_branch-b9,relational_branch,3,planner,length,1800,1800,True,True,0,True,True,a24d86e32f385278cc2902a4ae40340e061b39cb8d8338086d1e95bd6c77e7e6
minimax-relational_branch-b9,relational_branch,4,planner,length,1800,1799,True,True,0,True,True,e371fc90a04910fe4a56aec2dec22bccbc1edc5e7ceddfc60e4daa5cf059f6a3
minimax-relational_branch-b9,relational_branch,5,planner,length,1800,1800,True,True,0,True,True,002e4bb4efb625c254a16fdd6875bfb047326cce49db4e3644260a6724b22bd3
minimax-relational_branch-b9,relational_branch,6,planner,length,1800,1800,True,True,0,True,True,36b6d4df0c9d67fa7116923e827a5d3aa56e87c5f37f203894b7bcbb7f01de06
