block,controller,dispatched,finish_reason,input_tokens,job_id,max_tokens,output_tokens,requested_model,returned_model,s0_complete,s0_schema_valid,s0_valid,s0_validation_reason,seconds,seed,stage,state,step,unclosed_thought,usage_complete
11,niche_fixed_dev,True,stop,831,minimax-niche_fixed_dev-b11-s0,8192,1601,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,4.954785699956119,0,coder,response_persisted,7,False,True
11,niche_fixed_dev,True,stop,1737,minimax-niche_fixed_dev-b11-s0,16384,4316,MiniMax-M3,MiniMax-M3,True,True,True,valid,15.75102229998447,0,planner,response_persisted,7,False,True
11,niche_fixed_dev,True,stop,954,minimax-niche_fixed_dev-b11-s0,8192,1534,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,4.178800900001079,0,coder,response_persisted,8,False,True
11,niche_fixed_dev,True,stop,2085,minimax-niche_fixed_dev-b11-s0,16384,1865,MiniMax-M3,MiniMax-M3,True,True,True,valid,18.56537450000178,0,planner,response_persisted,8,False,True
11,niche_fixed_dev,True,stop,869,minimax-niche_fixed_dev-b11-s0,8192,1913,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,19.81494259997271,0,coder,response_persisted,9,False,True
11,niche_fixed_dev,True,stop,1786,minimax-niche_fixed_dev-b11-s0,16384,2416,MiniMax-M3,MiniMax-M3,True,True,True,valid,9.81242229999043,0,planner,response_persisted,9,False,True
11,niche_fixed_dev,True,stop,720,minimax-niche_fixed_dev-b11-s0,8192,794,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,3.2450025000143796,0,coder,response_persisted,10,False,True
11,niche_fixed_dev,True,stop,1708,minimax-niche_fixed_dev-b11-s0,16384,2605,MiniMax-M3,MiniMax-M3,True,True,True,valid,25.43086379999295,0,planner,response_persisted,10,False,True
11,niche_fixed_dev,True,stop,914,minimax-niche_fixed_dev-b11-s0,8192,1637,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,12.676215799991041,0,coder,response_persisted,11,False,True
11,niche_fixed_dev,True,stop,1829,minimax-niche_fixed_dev-b11-s0,16384,3592,MiniMax-M3,MiniMax-M3,True,True,True,valid,10.864524699980393,0,planner,response_persisted,11,False,True
11,niche_fixed_dev,True,stop,919,minimax-niche_fixed_dev-b11-s0,8192,2670,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,23.671794699970633,0,coder,response_persisted,12,False,True
11,niche_fixed_dev,True,stop,1860,minimax-niche_fixed_dev-b11-s0,16384,8056,MiniMax-M3,MiniMax-M3,True,True,True,valid,30.6206225999631,0,planner,response_persisted,12,False,True
11,niche_fixed_dev,True,stop,937,minimax-niche_fixed_dev-b11-s0,8192,3356,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,10.0509330999339,0,coder,response_persisted,13,False,True
11,niche_fixed_dev,True,stop,1940,minimax-niche_fixed_dev-b11-s0,16384,8303,MiniMax-M3,MiniMax-M3,True,True,True,valid,26.131879499997012,0,planner,response_persisted,13,False,True
11,niche_fixed_dev,True,stop,1017,minimax-niche_fixed_dev-b11-s0,8192,3863,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,13.07801199995447,0,coder,response_persisted,14,False,True
11,niche_fixed_dev,True,stop,2301,minimax-niche_fixed_dev-b11-s0,16384,8931,MiniMax-M3,MiniMax-M3,True,True,True,valid,34.35594180005137,0,planner,response_persisted,14,False,True
11,niche_fixed_dev,True,stop,947,minimax-niche_fixed_dev-b11-s0,8192,766,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.744566799956374,0,coder,response_persisted,15,False,True
11,niche_fixed_dev,True,stop,2013,minimax-niche_fixed_dev-b11-s0,16384,4736,MiniMax-M3,MiniMax-M3,True,True,True,valid,19.3106809000019,0,planner,response_persisted,15,False,True
11,niche_fixed_dev,True,stop,872,minimax-niche_fixed_dev-b11-s0,8192,3289,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,11.525445899926126,0,coder,response_persisted,16,False,True
11,niche_fixed_dev,True,stop,1893,minimax-niche_fixed_dev-b11-s0,16384,5994,MiniMax-M3,MiniMax-M3,True,True,True,valid,83.16145640006289,0,planner,response_persisted,16,False,True
11,niche_fixed_dev,True,stop,935,minimax-niche_fixed_dev-b11-s0,8192,1569,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.456926899962127,0,coder,response_persisted,17,False,True
11,niche_fixed_dev,True,stop,1998,minimax-niche_fixed_dev-b11-s0,16384,13499,MiniMax-M3,MiniMax-M3,True,True,True,valid,127.15975019999314,0,planner,response_persisted,17,False,True
11,niche_fixed_dev,True,stop,919,minimax-niche_fixed_dev-b11-s0,8192,1364,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,8.697928100009449,0,coder,response_persisted,18,False,True
11,niche_fixed_dev,True,stop,1814,minimax-niche_fixed_dev-b11-s0,16384,1504,MiniMax-M3,MiniMax-M3,True,True,True,valid,5.549509599921294,0,planner,response_persisted,18,False,True
11,niche_fixed_dev,True,stop,1052,minimax-niche_fixed_dev-b11-s0,8192,1923,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,21.2139443999622,0,coder,response_persisted,19,False,True
11,niche_fixed_dev,True,stop,1947,minimax-niche_fixed_dev-b11-s0,16384,4614,MiniMax-M3,MiniMax-M3,True,True,True,valid,74.24462300003506,0,planner,response_persisted,19,False,True
11,niche_fixed_dev,True,stop,1026,minimax-niche_fixed_dev-b11-s0,8192,2376,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,16.480589400045574,0,coder,response_persisted,20,False,True
11,niche_fixed_dev,True,stop,2318,minimax-niche_fixed_dev-b11-s0,16384,8222,MiniMax-M3,MiniMax-M3,True,True,True,valid,29.198878000024706,0,planner,response_persisted,20,False,True
11,niche_fixed_dev,True,stop,942,minimax-niche_fixed_dev-b11-s0,8192,2278,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,8.408348000026308,0,coder,response_persisted,21,False,True
11,niche_fixed_dev,True,stop,2020,minimax-niche_fixed_dev-b11-s0,16384,8823,MiniMax-M3,MiniMax-M3,True,True,True,valid,28.377329899929464,0,planner,response_persisted,21,False,True
11,niche_fixed_dev,True,stop,982,minimax-niche_fixed_dev-b11-s0,8192,1646,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,18.460797099978663,0,coder,response_persisted,22,False,True
11,niche_fixed_dev,True,stop,2021,minimax-niche_fixed_dev-b11-s0,16384,9884,MiniMax-M3,MiniMax-M3,True,True,True,valid,96.85656919993926,0,planner,response_persisted,22,False,True
11,niche_fixed_dev,True,stop,958,minimax-niche_fixed_dev-b11-s0,8192,1765,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.454182300018147,0,coder,response_persisted,23,False,True
11,niche_fixed_dev,True,stop,2005,minimax-niche_fixed_dev-b11-s0,16384,4121,MiniMax-M3,MiniMax-M3,True,True,True,valid,15.023924399982207,0,planner,response_persisted,23,False,True
11,niche_fixed_dev,True,stop,795,minimax-niche_fixed_dev-b11-s0,8192,3584,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,10.686306899995543,0,coder,response_persisted,24,False,True
11,niche_fixed_dev,True,stop,1589,minimax-niche_fixed_dev-b11-s0,16384,8441,MiniMax-M3,MiniMax-M3,True,True,True,valid,29.9751328000566,0,planner,response_persisted,24,False,True
11,niche_fixed_dev,True,stop,929,minimax-niche_fixed_dev-b11-s0,8192,1670,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.696824899991043,0,coder,response_persisted,25,False,True
11,niche_fixed_dev,True,stop,1989,minimax-niche_fixed_dev-b11-s0,16384,7851,MiniMax-M3,MiniMax-M3,True,True,True,valid,29.43310050002765,0,planner,response_persisted,25,False,True
11,niche_fixed_dev,True,stop,1004,minimax-niche_fixed_dev-b11-s0,8192,2112,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,6.852898599929176,0,coder,response_persisted,26,False,True
11,niche_fixed_dev,True,stop,2152,minimax-niche_fixed_dev-b11-s0,16384,2533,MiniMax-M3,MiniMax-M3,True,True,True,valid,8.923490400076844,0,planner,response_persisted,26,False,True
11,niche_fixed_dev,True,stop,1005,minimax-niche_fixed_dev-b11-s0,8192,701,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,2.8478891000850126,0,coder,response_persisted,27,False,True
11,niche_fixed_dev,True,stop,2085,minimax-niche_fixed_dev-b11-s0,16384,5744,MiniMax-M3,MiniMax-M3,True,True,True,valid,19.34387510002125,0,planner,response_persisted,27,False,True
11,niche_fixed_dev,True,stop,904,minimax-niche_fixed_dev-b11-s0,8192,1416,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,12.946161299943924,0,coder,response_persisted,28,False,True
11,niche_fixed_dev,True,stop,1877,minimax-niche_fixed_dev-b11-s0,16384,5821,MiniMax-M3,MiniMax-M3,True,True,True,valid,35.683845499996096,0,planner,response_persisted,28,False,True
11,niche_fixed_dev,True,stop,959,minimax-niche_fixed_dev-b11-s0,8192,1795,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.31707460002508,0,coder,response_persisted,29,False,True
11,niche_fixed_dev,True,stop,1971,minimax-niche_fixed_dev-b11-s0,16384,3736,MiniMax-M3,MiniMax-M3,True,True,True,valid,12.868053499958478,0,planner,response_persisted,29,False,True
11,niche_fixed_dev,True,stop,969,minimax-niche_fixed_dev-b11-s0,8192,1019,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,10.03261570003815,0,coder,response_persisted,30,False,True
11,niche_fixed_dev,True,stop,1985,minimax-niche_fixed_dev-b11-s0,16384,4614,MiniMax-M3,MiniMax-M3,True,True,True,valid,28.69560450001154,0,planner,response_persisted,30,False,True
11,niche_fixed_dev,True,stop,995,minimax-niche_fixed_dev-b11-s0,8192,3214,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,9.944624199997634,0,coder,response_persisted,31,False,True
11,niche_fixed_dev,True,stop,1928,minimax-niche_fixed_dev-b11-s0,16384,3686,MiniMax-M3,MiniMax-M3,True,True,True,valid,13.285195800010115,0,planner,response_persisted,31,False,True
12,niche_fixed_dev,True,stop,763,minimax-niche_fixed_dev-b12-s1,8192,603,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,6.956058299983852,1,coder,response_persisted,0,False,True
12,niche_fixed_dev,True,stop,1247,minimax-niche_fixed_dev-b12-s1,16384,3683,MiniMax-M3,MiniMax-M3,True,True,True,valid,24.028681900002994,1,planner,response_persisted,0,False,True
12,niche_fixed_dev,True,stop,826,minimax-niche_fixed_dev-b12-s1,8192,620,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,2.788164999918081,1,coder,response_persisted,1,False,True
12,niche_fixed_dev,True,stop,1473,minimax-niche_fixed_dev-b12-s1,16384,2099,MiniMax-M3,MiniMax-M3,True,True,True,valid,14.247958400053903,1,planner,response_persisted,1,False,True
12,niche_fixed_dev,True,stop,853,minimax-niche_fixed_dev-b12-s1,8192,680,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,7.960703699965961,1,coder,response_persisted,2,False,True
12,niche_fixed_dev,True,stop,1807,minimax-niche_fixed_dev-b12-s1,16384,1831,MiniMax-M3,MiniMax-M3,True,True,True,valid,24.621507599949837,1,planner,response_persisted,2,False,True
12,niche_fixed_dev,True,stop,820,minimax-niche_fixed_dev-b12-s1,8192,678,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,7.848791499971412,1,coder,response_persisted,3,False,True
12,niche_fixed_dev,True,stop,1657,minimax-niche_fixed_dev-b12-s1,16384,6890,MiniMax-M3,MiniMax-M3,True,True,True,valid,26.555222199996933,1,planner,response_persisted,3,False,True
12,niche_fixed_dev,True,stop,734,minimax-niche_fixed_dev-b12-s1,8192,1473,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.532513499958441,1,coder,response_persisted,4,False,True
12,niche_fixed_dev,True,stop,1366,minimax-niche_fixed_dev-b12-s1,16384,3829,MiniMax-M3,MiniMax-M3,True,True,True,valid,54.750184200005606,1,planner,response_persisted,4,False,True
12,niche_fixed_dev,True,stop,864,minimax-niche_fixed_dev-b12-s1,8192,1356,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,18.931941899936646,1,coder,response_persisted,5,False,True
12,niche_fixed_dev,True,stop,1706,minimax-niche_fixed_dev-b12-s1,16384,3187,MiniMax-M3,MiniMax-M3,True,True,True,valid,45.89090230001602,1,planner,response_persisted,5,False,True
12,niche_fixed_dev,True,stop,858,minimax-niche_fixed_dev-b12-s1,8192,1281,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,13.939381400006823,1,coder,response_persisted,6,False,True
12,niche_fixed_dev,True,stop,1724,minimax-niche_fixed_dev-b12-s1,16384,7990,MiniMax-M3,MiniMax-M3,True,True,True,valid,27.024284800048918,1,planner,response_persisted,6,False,True
12,niche_fixed_dev,True,stop,818,minimax-niche_fixed_dev-b12-s1,8192,1313,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.6127559000160545,1,coder,response_persisted,7,False,True
12,niche_fixed_dev,True,stop,1767,minimax-niche_fixed_dev-b12-s1,16384,14370,MiniMax-M3,MiniMax-M3,True,True,True,valid,46.614019399974495,1,planner,response_persisted,7,False,True
12,niche_fixed_dev,True,stop,906,minimax-niche_fixed_dev-b12-s1,8192,1925,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,11.345053700031713,1,coder,response_persisted,8,False,True
12,niche_fixed_dev,True,stop,2201,minimax-niche_fixed_dev-b12-s1,16384,1154,MiniMax-M3,MiniMax-M3,True,True,True,valid,12.527316399966367,1,planner,response_persisted,8,False,True
12,niche_fixed_dev,True,stop,843,minimax-niche_fixed_dev-b12-s1,8192,964,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,4.027934300014749,1,coder,response_persisted,9,False,True
12,niche_fixed_dev,True,stop,1758,minimax-niche_fixed_dev-b12-s1,16384,1404,MiniMax-M3,MiniMax-M3,True,True,True,valid,9.400688000023365,1,planner,response_persisted,9,False,True
12,niche_fixed_dev,True,stop,816,minimax-niche_fixed_dev-b12-s1,8192,1239,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,3.7245687999529764,1,coder,response_persisted,10,False,True
12,niche_fixed_dev,True,stop,1781,minimax-niche_fixed_dev-b12-s1,16384,2916,MiniMax-M3,MiniMax-M3,True,True,True,valid,13.478777099982835,1,planner,response_persisted,10,False,True
12,niche_fixed_dev,True,stop,823,minimax-niche_fixed_dev-b12-s1,8192,1381,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.653272699913941,1,coder,response_persisted,11,False,True
12,niche_fixed_dev,True,stop,1789,minimax-niche_fixed_dev-b12-s1,16384,7161,MiniMax-M3,MiniMax-M3,True,True,True,valid,25.991273200022988,1,planner,response_persisted,11,False,True
12,niche_fixed_dev,True,stop,918,minimax-niche_fixed_dev-b12-s1,8192,1834,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,19.641854099929333,1,coder,response_persisted,12,False,True
12,niche_fixed_dev,True,stop,1786,minimax-niche_fixed_dev-b12-s1,16384,3109,MiniMax-M3,MiniMax-M3,True,True,True,valid,11.030003399937414,1,planner,response_persisted,12,False,True
12,niche_fixed_dev,True,stop,954,minimax-niche_fixed_dev-b12-s1,8192,1993,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,6.7104778999928385,1,coder,response_persisted,13,False,True
12,niche_fixed_dev,True,stop,1847,minimax-niche_fixed_dev-b12-s1,16384,3161,MiniMax-M3,MiniMax-M3,True,True,True,valid,21.586880700080656,1,planner,response_persisted,13,False,True
12,niche_fixed_dev,True,stop,1040,minimax-niche_fixed_dev-b12-s1,8192,2682,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,8.573282500030473,1,coder,response_persisted,14,False,True
12,niche_fixed_dev,True,stop,2301,minimax-niche_fixed_dev-b12-s1,16384,5762,MiniMax-M3,MiniMax-M3,True,True,True,valid,55.15647050004918,1,planner,response_persisted,14,False,True
12,niche_fixed_dev,True,stop,983,minimax-niche_fixed_dev-b12-s1,8192,911,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,3.098532099975273,1,coder,response_persisted,15,False,True
12,niche_fixed_dev,True,stop,1933,minimax-niche_fixed_dev-b12-s1,16384,7437,MiniMax-M3,MiniMax-M3,True,True,True,valid,22.620075199985877,1,planner,response_persisted,15,False,True
12,niche_fixed_dev,True,stop,945,minimax-niche_fixed_dev-b12-s1,8192,1364,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,11.755654800101183,1,coder,response_persisted,16,False,True
12,niche_fixed_dev,True,stop,1861,minimax-niche_fixed_dev-b12-s1,16384,3138,MiniMax-M3,MiniMax-M3,True,True,True,valid,10.951661700033583,1,planner,response_persisted,16,False,True
12,niche_fixed_dev,True,stop,992,minimax-niche_fixed_dev-b12-s1,8192,7339,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,25.03917000000365,1,coder,response_persisted,17,False,True
12,niche_fixed_dev,True,stop,1937,minimax-niche_fixed_dev-b12-s1,16384,4913,MiniMax-M3,MiniMax-M3,True,True,True,valid,41.590890699997544,1,planner,response_persisted,17,False,True
12,niche_fixed_dev,True,stop,945,minimax-niche_fixed_dev-b12-s1,8192,2525,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,6.870357199921273,1,coder,response_persisted,18,False,True
12,niche_fixed_dev,True,stop,1932,minimax-niche_fixed_dev-b12-s1,16384,7242,MiniMax-M3,MiniMax-M3,True,True,True,valid,43.47648880002089,1,planner,response_persisted,18,False,True
12,niche_fixed_dev,True,stop,1000,minimax-niche_fixed_dev-b12-s1,8192,1773,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,6.0985341999912634,1,coder,response_persisted,19,False,True
12,niche_fixed_dev,True,stop,2052,minimax-niche_fixed_dev-b12-s1,16384,3783,MiniMax-M3,MiniMax-M3,True,True,True,valid,45.9313228999963,1,planner,response_persisted,19,False,True
12,niche_fixed_dev,True,stop,1122,minimax-niche_fixed_dev-b12-s1,8192,1366,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,4.538508800091222,1,coder,response_persisted,20,False,True
12,niche_fixed_dev,True,stop,2579,minimax-niche_fixed_dev-b12-s1,16384,6247,MiniMax-M3,MiniMax-M3,True,True,True,valid,20.818417600006796,1,planner,response_persisted,20,False,True
12,niche_fixed_dev,True,stop,938,minimax-niche_fixed_dev-b12-s1,8192,3271,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,30.895943799987435,1,coder,response_persisted,21,False,True
12,niche_fixed_dev,True,stop,2070,minimax-niche_fixed_dev-b12-s1,16384,3731,MiniMax-M3,MiniMax-M3,True,True,True,valid,23.360973600065336,1,planner,response_persisted,21,False,True
12,niche_fixed_dev,True,stop,951,minimax-niche_fixed_dev-b12-s1,8192,2545,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,9.047734400024638,1,coder,response_persisted,22,False,True
12,niche_fixed_dev,True,stop,1978,minimax-niche_fixed_dev-b12-s1,16384,8721,MiniMax-M3,MiniMax-M3,True,True,True,valid,31.8251600000076,1,planner,response_persisted,22,False,True
12,niche_fixed_dev,True,stop,951,minimax-niche_fixed_dev-b12-s1,8192,1493,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.051711700041778,1,coder,response_persisted,23,False,True
12,niche_fixed_dev,True,stop,1983,minimax-niche_fixed_dev-b12-s1,16384,3259,MiniMax-M3,MiniMax-M3,True,True,True,valid,11.46497869992163,1,planner,response_persisted,23,False,True
12,niche_fixed_dev,True,stop,754,minimax-niche_fixed_dev-b12-s1,8192,1236,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,4.7755497000180185,1,coder,response_persisted,24,False,True
12,niche_fixed_dev,True,stop,1556,minimax-niche_fixed_dev-b12-s1,16384,1366,MiniMax-M3,MiniMax-M3,True,True,True,valid,18.305706599960104,1,planner,response_persisted,24,False,True
12,niche_fixed_dev,True,stop,1016,minimax-niche_fixed_dev-b12-s1,8192,1407,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,5.292239899979904,1,coder,response_persisted,25,False,True
12,niche_fixed_dev,True,stop,1909,minimax-niche_fixed_dev-b12-s1,16384,8417,MiniMax-M3,MiniMax-M3,True,True,True,valid,25.546325800009072,1,planner,response_persisted,25,False,True
12,niche_fixed_dev,True,stop,1122,minimax-niche_fixed_dev-b12-s1,8192,2014,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,17.238414600025862,1,coder,response_persisted,26,False,True
12,niche_fixed_dev,True,stop,2217,minimax-niche_fixed_dev-b12-s1,16384,5749,MiniMax-M3,MiniMax-M3,True,True,True,valid,32.804064300027676,1,planner,response_persisted,26,False,True
12,niche_fixed_dev,True,stop,1054,minimax-niche_fixed_dev-b12-s1,8192,3270,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,26.06672979996074,1,coder,response_persisted,27,False,True
12,niche_fixed_dev,True,stop,2021,minimax-niche_fixed_dev-b12-s1,16384,6565,MiniMax-M3,MiniMax-M3,True,True,True,valid,23.598485699971206,1,planner,response_persisted,27,False,True
12,niche_fixed_dev,True,stop,1010,minimax-niche_fixed_dev-b12-s1,8192,3392,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,33.02012050000485,1,coder,response_persisted,28,False,True
12,niche_fixed_dev,True,stop,1998,minimax-niche_fixed_dev-b12-s1,16384,4795,MiniMax-M3,MiniMax-M3,True,True,True,valid,18.45971749990713,1,planner,response_persisted,28,False,True
12,niche_fixed_dev,True,stop,975,minimax-niche_fixed_dev-b12-s1,8192,1905,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,11.840826700092293,1,coder,response_persisted,29,False,True
12,niche_fixed_dev,True,stop,2042,minimax-niche_fixed_dev-b12-s1,16384,3611,MiniMax-M3,MiniMax-M3,True,True,True,valid,13.422405100078322,1,planner,response_persisted,29,False,True
12,niche_fixed_dev,True,stop,1009,minimax-niche_fixed_dev-b12-s1,8192,2830,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,9.438337299972773,1,coder,response_persisted,30,False,True
12,niche_fixed_dev,True,stop,2045,minimax-niche_fixed_dev-b12-s1,16384,5537,MiniMax-M3,MiniMax-M3,True,True,True,valid,17.092296699993312,1,planner,response_persisted,30,False,True
12,niche_fixed_dev,True,stop,984,minimax-niche_fixed_dev-b12-s1,8192,4316,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,11.715694800019264,1,coder,response_persisted,31,False,True
12,niche_fixed_dev,True,stop,1996,minimax-niche_fixed_dev-b12-s1,16384,4718,MiniMax-M3,MiniMax-M3,True,True,True,valid,14.846000600024126,1,planner,response_persisted,31,False,True
12,relational_branch,True,stop,744,minimax-relational_branch-b12-s0,8192,813,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,3.848695500055328,0,coder,response_persisted,0,False,True
12,relational_branch,True,stop,1243,minimax-relational_branch-b12-s0,16384,3449,MiniMax-M3,MiniMax-M3,True,True,True,valid,52.05551800003741,0,planner,response_persisted,0,False,True
12,relational_branch,True,stop,755,minimax-relational_branch-b12-s0,8192,552,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,7.011385799967684,0,coder,response_persisted,1,False,True
12,relational_branch,True,stop,1399,minimax-relational_branch-b12-s0,16384,2962,MiniMax-M3,MiniMax-M3,True,True,True,valid,38.64919720008038,0,planner,response_persisted,1,False,True
12,relational_branch,True,stop,776,minimax-relational_branch-b12-s0,8192,1428,MiniMax-M3,MiniMax-M3,True,True,True,executable_on_4_feature_fixtures,4.56755689997226,0,coder,response_persisted,2,False,True
